Subject ID,Recording ID,ROI,Extraction Method,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s28,vid_s28_T2.avi,bbox_forehead,ZCA_2,53,17.73,20.54,-0.296,0.032,1.75,20.67,-38.76,42.25,78.23,78.0,76.48,75.55,1.75,7.63,17.27
s28,vid_s28_T2.avi,bbox_forehead,ZCA_3,53,16.2,18.41,-0.221,0.112,-9.12,16.14,-40.75,22.51,67.36,63.0,76.48,75.55,-9.12,-12.15,13.31
s28,vid_s28_T2.avi,bbox_forehead,ICA_1,53,16.81,19.04,-0.07,0.618,-14.61,12.33,-38.77,9.55,61.87,60.0,76.48,75.55,-14.61,-14.81,15.82
s28,vid_s28_T2.avi,bbox_forehead,ICA_2,53,15.46,18.97,-0.359,0.008,0.27,19.15,-37.25,37.8,76.75,75.0,76.48,75.55,0.27,1.68,11.81
s28,vid_s28_T2.avi,bbox_forehead,ICA_3,53,19.97,23.12,-0.284,0.039,-8.1,21.86,-50.95,34.74,68.38,60.0,76.48,75.55,-8.1,-11.81,17.86
s28,vid_s28_T2.avi,bbox_forehead,CHROM,53,21.28,22.93,-0.138,0.325,14.14,18.23,-21.58,49.87,90.62,96.0,76.48,75.55,14.14,19.51,21.6
s28,vid_s28_T2.avi,bbox_forehead,POS,53,19.58,21.16,-0.069,0.624,14.37,15.68,-16.37,45.11,90.85,96.0,76.48,75.55,14.37,18.88,19.73
s28,vid_s28_T2.avi,mesh_forehead,R,53,17.07,21.13,-0.338,0.013,-9.52,19.05,-46.85,27.82,66.96,69.0,76.48,75.55,-9.52,-12.0,16.56
s28,vid_s28_T2.avi,mesh_forehead,G,53,19.71,21.41,-0.126,0.369,-9.4,19.41,-47.45,28.65,67.08,60.0,76.48,75.55,-9.4,-15.74,18.17
s28,vid_s28_T2.avi,mesh_forehead,B,53,15.92,19.24,-0.225,0.105,-6.8,18.17,-42.41,28.81,69.68,66.0,76.48,75.55,-6.8,-4.95,15.61
s28,vid_s28_T2.avi,mesh_forehead,GREY_W,53,17.12,20.15,-0.207,0.137,-9.18,18.12,-44.68,26.33,67.3,63.0,76.48,75.55,-9.18,-14.21,16.97
s28,vid_s28_T2.avi,mesh_forehead,GREY_A,53,16.66,20.7,-0.132,0.347,-7.76,19.37,-45.72,30.2,68.72,66.0,76.48,75.55,-7.76,-10.14,15.61
s28,vid_s28_T2.avi,mesh_forehead,PCA_1,53,16.16,20.33,-0.1,0.476,-7.82,18.94,-44.95,29.31,68.66,66.0,76.48,75.55,-7.82,-10.14,15.82
s28,vid_s28_T2.avi,mesh_forehead,PCA_2,53,16.39,18.91,0.073,0.606,-11.95,14.8,-40.96,17.06,64.53,63.0,76.48,75.55,-11.95,-13.97,15.74
s28,vid_s28_T2.avi,mesh_forehead,PCA_3,53,17.01,19.02,-0.207,0.138,-2.16,19.08,-39.55,35.23,74.32,69.0,76.48,75.55,-2.16,-2.21,18.09
s28,vid_s28_T2.avi,mesh_forehead,ZCA_1,53,14.8,16.95,0.202,0.147,-13.14,10.81,-34.33,8.05,63.34,63.0,76.48,75.55,-13.14,-14.91,16.25
s28,vid_s28_T2.avi,mesh_forehead,ZCA_2,53,20.06,22.54,-0.175,0.210,-2.9,22.57,-47.13,41.34,73.58,63.0,76.48,75.55,-2.9,-12.15,18.98
s28,vid_s28_T2.avi,mesh_forehead,ZCA_3,53,15.55,18.56,-0.137,0.328,-5.27,17.97,-40.49,29.94,71.21,75.0,76.48,75.55,-5.27,-1.97,17.73
s28,vid_s28_T2.avi,mesh_forehead,ICA_1,53,15.41,17.89,-0.166,0.236,-4.03,17.6,-38.53,30.47,72.45,69.0,76.48,75.55,-4.03,-5.15,16.03
s28,vid_s28_T2.avi,mesh_forehead,ICA_2,53,16.61,18.53,0.182,0.192,-10.03,15.73,-40.87,20.81,66.45,63.0,76.48,75.55,-10.03,-14.81,16.82
s28,vid_s28_T2.avi,mesh_forehead,ICA_3,53,18.3,22.66,-0.185,0.184,-7.65,21.54,-49.86,34.56,68.83,63.0,76.48,75.55,-7.65,-13.49,17.15
s28,vid_s28_T2.avi,mesh_forehead,CHROM,53,19.83,21.98,0.018,0.897,14.99,16.23,-16.82,46.8,91.47,96.0,76.48,75.55,14.99,18.98,20.14
s28,vid_s28_T2.avi,mesh_forehead,POS,53,19.81,21.29,-0.03,0.829,12.39,17.48,-21.88,46.66,88.87,93.0,76.48,75.55,12.39,19.0,20.14
s28,vid_s28_T2.avi,poly,R,53,13.42,17.48,-0.047,0.736,-11.1,13.63,-37.81,15.61,65.38,66.0,76.48,75.55,-11.1,-9.09,9.91
s28,vid_s28_T2.avi,poly,G,53,14.4,18.52,-0.104,0.458,-12.12,14.13,-39.82,15.57,64.36,63.0,76.48,75.55,-12.12,-9.71,10.95
s28,vid_s28_T2.avi,poly,B,53,14.73,19.09,-0.196,0.160,-12.91,14.2,-40.74,14.91,63.57,63.0,76.48,75.55,-12.91,-10.25,10.95
s28,vid_s28_T2.avi,poly,GREY_W,53,14.4,18.52,-0.104,0.458,-12.12,14.13,-39.82,15.57,64.36,63.0,76.48,75.55,-12.12,-9.71,10.95
s28,vid_s28_T2.avi,poly,GREY_A,53,14.32,18.51,-0.125,0.372,-12.01,14.23,-39.89,15.87,64.47,63.0,76.48,75.55,-12.01,-9.91,10.98
s28,vid_s28_T2.avi,poly,PCA_1,53,14.32,18.51,-0.125,0.372,-12.01,14.23,-39.89,15.87,64.47,63.0,76.48,75.55,-12.01,-9.91,10.98
s28,vid_s28_T2.avi,poly,PCA_2,53,15.83,18.84,-0.09,0.522,-14.1,12.62,-38.83,10.62,62.38,60.0,76.48,75.55,-14.1,-16.56,16.56
s28,vid_s28_T2.avi,poly,PCA_3,53,23.03,24.83,0.354,0.009,23.03,9.37,4.66,41.4,99.51,99.0,76.48,75.55,23.03,20.53,20.53
s28,vid_s28_T2.avi,poly,ZCA_1,53,18.74,21.26,-0.296,0.031,-5.33,20.77,-46.05,35.39,71.15,69.0,76.48,75.55,-5.33,-10.75,16.72
s28,vid_s28_T2.avi,poly,ZCA_2,53,20.99,23.87,0.065,0.644,15.5,18.32,-20.42,51.42,91.98,99.0,76.48,75.55,15.5,16.03,21.14
s28,vid_s28_T2.avi,poly,ZCA_3,53,17.29,20.96,-0.283,0.040,-12.97,16.62,-45.55,19.61,63.51,66.0,76.48,75.55,-12.97,-13.97,16.75
s28,vid_s28_T2.avi,poly,ICA_1,53,21.34,23.61,0.319,0.020,16.41,17.13,-17.18,49.99,92.89,99.0,76.48,75.55,16.41,20.53,21.15
s28,vid_s28_T2.avi,poly,ICA_2,53,16.83,19.27,0.068,0.627,-15.63,11.37,-37.91,6.65,60.85,60.0,76.48,75.55,-15.63,-16.56,16.56
s28,vid_s28_T2.avi,poly,ICA_3,53,18.4,20.88,-0.054,0.702,3.33,20.81,-37.45,44.11,79.81,81.0,76.48,75.55,3.33,7.71,15.15
s28,vid_s28_T2.avi,poly,CHROM,53,22.58,24.13,0.295,0.032,22.58,8.61,5.69,39.46,99.06,99.0,76.48,75.55,22.58,21.14,21.14
s28,vid_s28_T2.avi,poly,POS,53,21.61,23.97,0.195,0.162,17.99,16.0,-13.36,49.35,94.47,99.0,76.48,75.55,17.99,22.63,22.63
s28,vid_s28_T3.avi,manual,R,53,21.12,25.01,-0.421,0.002,-17.79,17.74,-52.56,16.98,69.45,69.0,87.25,87.78,-17.79,-18.24,18.34
s28,vid_s28_T3.avi,manual,G,53,25.01,28.73,-0.258,0.062,-21.87,18.82,-58.75,15.01,65.38,63.0,87.25,87.78,-21.87,-24.1,25.77
s28,vid_s28_T3.avi,manual,B,53,25.56,28.56,-0.322,0.019,-22.77,17.39,-56.87,11.32,64.47,63.0,87.25,87.78,-22.77,-25.77,25.77
s28,vid_s28_T3.avi,manual,GREY_W,53,24.64,28.3,-0.433,0.001,-23.51,15.9,-54.67,7.65,63.74,60.0,87.25,87.78,-23.51,-25.77,25.77
s28,vid_s28_T3.avi,manual,GREY_A,53,24.46,27.93,-0.328,0.016,-22.49,16.72,-55.25,10.27,64.75,66.0,87.25,87.78,-22.49,-24.1,24.1
s28,vid_s28_T3.avi,manual,PCA_1,53,24.97,28.5,-0.375,0.006,-23.0,16.99,-56.31,10.31,64.25,60.0,87.25,87.78,-23.0,-25.77,25.77
s28,vid_s28_T3.avi,manual,PCA_2,53,20.9,23.96,0.295,0.032,17.64,16.37,-14.45,49.73,104.89,111.0,87.25,87.78,17.64,21.02,21.34
s28,vid_s28_T3.avi,manual,PCA_3,53,24.64,26.31,0.198,0.154,23.64,11.65,0.82,46.47,110.89,114.0,87.25,87.78,23.64,23.3,23.3
s28,vid_s28_T3.avi,manual,ZCA_1,53,20.09,23.68,-0.002,0.991,-11.51,20.89,-52.45,29.43,75.74,78.0,87.25,87.78,-11.51,-13.02,16.09
s28,vid_s28_T3.avi,manual,ZCA_2,53,25.15,26.6,0.23,0.097,22.91,13.65,-3.85,49.66,110.15,114.0,87.25,87.78,22.91,23.3,23.5
s28,vid_s28_T3.avi,manual,ZCA_3,53,24.07,25.8,0.14,0.318,21.26,14.75,-7.65,50.18,108.51,111.0,87.25,87.78,21.26,21.57,22.19
s28,vid_s28_T3.avi,manual,ICA_1,53,21.49,24.72,-0.12,0.390,-0.36,24.96,-49.27,48.56,86.89,81.0,87.25,87.78,-0.36,1.94,20.54
s28,vid_s28_T3.avi,manual,ICA_2,53,24.64,26.19,0.202,0.147,22.4,13.71,-4.47,49.26,109.64,114.0,87.25,87.78,22.4,23.22,23.3
s28,vid_s28_T3.avi,manual,ICA_3,53,24.23,26.26,0.105,0.452,15.89,21.11,-25.48,57.26,103.13,111.0,87.25,87.78,15.89,21.02,23.22
s28,vid_s28_T3.avi,manual,CHROM,53,25.51,27.03,0.268,0.052,25.51,9.03,7.82,43.2,112.75,114.0,87.25,87.78,25.51,23.77,23.77
s28,vid_s28_T3.avi,manual,POS,53,26.02,27.52,0.265,0.055,26.02,9.04,8.31,43.73,113.26,114.0,87.25,87.78,26.02,24.56,24.56
s28,vid_s28_T3.avi,none,R,53,20.58,23.13,0.233,0.093,-19.55,12.48,-44.01,4.91,67.7,69.0,87.25,87.78,-19.55,-22.44,22.44
s28,vid_s28_T3.avi,none,G,53,18.68,21.08,0.318,0.020,-11.91,17.56,-46.33,22.52,75.34,69.0,87.25,87.78,-11.91,-18.7,20.54
s28,vid_s28_T3.avi,none,B,53,22.55,25.25,-0.055,0.693,-21.53,13.31,-47.62,4.56,65.72,66.0,87.25,87.78,-21.53,-23.27,23.27
s28,vid_s28_T3.avi,none,GREY_W,53,19.26,21.81,0.258,0.063,-16.55,14.34,-44.66,11.56,70.7,69.0,87.25,87.78,-16.55,-20.54,20.66
s28,vid_s28_T3.avi,none,GREY_A,53,19.51,22.51,0.097,0.489,-18.19,13.38,-44.42,8.04,69.06,69.0,87.25,87.78,-18.19,-20.54,20.54
s28,vid_s28_T3.avi,none,PCA_1,53,19.51,22.16,0.215,0.123,-18.25,12.69,-43.12,6.63,69.0,69.0,87.25,87.78,-18.25,-20.66,20.66
s28,vid_s28_T3.avi,none,PCA_2,53,26.17,28.83,-0.231,0.096,18.6,22.24,-24.98,62.19,105.85,111.0,87.25,87.78,18.6,23.77,24.69
s28,vid_s28_T3.avi,none,PCA_3,53,25.0,27.04,-0.037,0.794,-3.08,27.12,-56.24,50.09,84.17,75.0,87.25,87.78,-3.08,-11.74,22.41
s28,vid_s28_T3.avi,none,ZCA_1,53,24.14,26.65,0.376,0.005,-22.04,15.14,-51.71,7.63,65.21,60.0,87.25,87.78,-22.04,-25.02,25.02
s28,vid_s28_T3.avi,none,ZCA_2,53,23.57,25.2,0.207,0.136,19.23,16.45,-13.01,51.46,106.47,111.0,87.25,87.78,19.23,21.84,23.19
s28,vid_s28_T3.avi,none,ZCA_3,53,24.71,26.66,0.016,0.912,-1.66,26.87,-54.32,50.99,85.58,75.0,87.25,87.78,-1.66,-9.28,22.41
s28,vid_s28_T3.avi,none,ICA_1,53,22.29,24.6,0.416,0.002,-21.98,11.14,-43.82,-0.14,65.26,63.0,87.25,87.78,-21.98,-21.5,21.5
s28,vid_s28_T3.avi,none,ICA_2,53,22.95,24.87,0.154,0.269,18.94,16.27,-12.95,50.84,106.19,111.0,87.25,87.78,18.94,21.02,21.19
s28,vid_s28_T3.avi,none,ICA_3,53,26.01,28.13,0.31,0.024,-24.25,14.39,-52.46,3.97,63.0,57.0,87.25,87.78,-24.25,-25.81,25.81
s28,vid_s28_T3.avi,none,CHROM,53,25.45,27.02,0.095,0.501,25.45,9.17,7.49,43.42,112.7,114.0,87.25,87.78,25.45,23.81,23.81
s28,vid_s28_T3.avi,none,POS,53,26.42,28.15,-0.009,0.948,26.42,9.83,7.14,45.69,113.66,114.0,87.25,87.78,26.42,24.56,24.56
s28,vid_s28_T3.avi,face_track,R,53,17.1,19.79,0.46,<0.001,-11.09,16.55,-43.52,21.34,76.08,75.0,87.16,88.44,-11.09,-12.35,16.02
s28,vid_s28_T3.avi,face_track,G,53,22.51,26.43,-0.035,0.806,-19.01,18.54,-55.34,17.32,68.15,69.0,87.16,88.44,-19.01,-21.16,21.77
s28,vid_s28_T3.avi,face_track,B,53,23.84,27.68,-0.09,0.520,-17.99,21.24,-59.62,23.64,69.17,69.0,87.16,88.44,-17.99,-21.77,22.69
s28,vid_s28_T3.avi,face_track,GREY_W,53,20.93,25.07,0.01,0.944,-18.33,17.27,-52.18,15.52,68.83,72.0,87.16,88.44,-18.33,-16.66,17.3
s28,vid_s28_T3.avi,face_track,GREY_A,53,20.76,24.7,0.008,0.954,-18.16,16.91,-51.3,14.97,69.0,72.0,87.16,88.44,-18.16,-18.33,18.33
s28,vid_s28_T3.avi,face_track,PCA_1,53,21.32,25.2,0.011,0.940,-18.44,17.34,-52.42,15.53,68.72,72.0,87.16,88.44,-18.44,-19.09,19.09
s28,vid_s28_T3.avi,face_track,PCA_2,53,24.61,26.76,0.17,0.224,21.52,16.06,-9.96,53.0,108.68,114.0,87.16,88.44,21.52,22.56,23.13
s28,vid_s28_T3.avi,face_track,PCA_3,53,25.58,28.2,-0.276,0.045,8.9,27.02,-44.06,61.85,96.06,108.0,87.16,88.44,8.9,20.27,22.72
s28,vid_s28_T3.avi,face_track,ZCA_1,53,22.81,26.55,0.146,0.296,-16.24,21.21,-57.81,25.33,70.92,66.0,87.16,88.44,-16.24,-20.3,22.09
s28,vid_s28_T3.avi,face_track,ZCA_2,53,25.26,26.72,0.17,0.224,22.82,14.03,-4.69,50.33,109.98,114.0,87.16,88.44,22.82,23.53,24.07
s28,vid_s28_T3.avi,face_track,ZCA_3,53,26.98,29.75,-0.212,0.128,6.91,29.21,-50.33,64.16,94.08,105.0,87.16,88.44,6.91,20.23,24.43
s28,vid_s28_T3.avi,face_track,ICA_1,53,19.76,22.79,0.177,0.204,-9.78,20.78,-50.51,30.94,77.38,69.0,87.16,88.44,-9.78,-15.73,20.3
s28,vid_s28_T3.avi,face_track,ICA_2,53,25.65,27.28,-0.083,0.556,21.35,17.15,-12.26,54.96,108.51,111.0,87.16,88.44,21.35,23.13,24.07
s28,vid_s28_T3.avi,face_track,ICA_3,53,25.78,29.68,0.075,0.594,-20.43,21.74,-63.04,22.19,66.74,60.0,87.16,88.44,-20.43,-27.48,31.28
s28,vid_s28_T3.avi,face_track,CHROM,53,26.39,27.74,0.18,0.196,26.39,8.65,9.43,43.34,113.55,114.0,87.16,88.44,26.39,25.34,25.34
s28,vid_s28_T3.avi,face_track,POS,53,26.22,27.6,0.145,0.301,26.22,8.71,9.15,43.28,113.38,114.0,87.16,88.44,26.22,25.4,25.4
s28,vid_s28_T3.avi,bbox_forehead,R,53,21.4,23.89,0.038,0.786,-1.97,24.03,-49.08,45.13,85.19,75.0,87.16,88.44,-1.97,-3.92,20.55
s28,vid_s28_T3.avi,bbox_forehead,G,53,23.6,26.2,0.251,0.070,-10.07,24.42,-57.92,37.79,77.09,60.0,87.16,88.44,-10.07,-18.92,23.13
s28,vid_s28_T3.avi,bbox_forehead,B,53,23.64,25.85,-0.092,0.512,-7.01,25.12,-56.25,42.23,80.15,72.0,87.16,88.44,-7.01,-18.48,23.66
s28,vid_s28_T3.avi,bbox_forehead,GREY_W,53,19.53,22.45,0.384,0.004,-8.2,21.1,-49.55,33.15,78.96,78.0,87.16,88.44,-8.2,-15.33,19.71
s28,vid_s28_T3.avi,bbox_forehead,GREY_A,53,20.89,23.86,0.308,0.025,-3.1,23.89,-49.92,43.71,84.06,81.0,87.16,88.44,-3.1,-8.09,19.81
s28,vid_s28_T3.avi,bbox_forehead,PCA_1,53,21.88,24.98,0.256,0.065,-4.46,24.82,-53.1,44.18,82.7,75.0,87.16,88.44,-4.46,-10.72,20.55
s28,vid_s28_T3.avi,bbox_forehead,PCA_2,53,21.85,24.92,0.137,0.329,-12.16,21.96,-55.21,30.88,75.0,72.0,87.16,88.44,-12.16,-16.2,20.3
s28,vid_s28_T3.avi,bbox_forehead,PCA_3,53,24.3,26.88,0.108,0.443,15.29,22.32,-28.46,59.04,102.45,111.0,87.16,88.44,15.29,19.78,22.09
s28,vid_s28_T3.avi,bbox_forehead,ZCA_1,53,22.23,24.21,0.163,0.242,-8.43,22.91,-53.33,36.48,78.74,72.0,87.16,88.44,-8.43,-15.73,22.34
s28,vid_s28_T3.avi,bbox_forehead,ZCA_2,53,23.64,25.48,0.436,0.001,5.5,25.11,-43.72,54.72,92.66,111.0,87.16,88.44,5.5,18.14,23.81
s28,vid_s28_T3.avi,bbox_forehead,ZCA_3,53,21.82,24.01,0.26,0.060,5.27,23.65,-41.08,51.62,92.43,105.0,87.16,88.44,5.27,14.53,20.27
s28,vid_s28_T3.avi,bbox_forehead,ICA_1,53,25.11,27.51,0.066,0.641,17.33,21.57,-24.96,59.61,104.49,114.0,87.16,88.44,17.33,20.27,23.13
s28,vid_s28_T3.avi,bbox_forehead,ICA_2,53,21.23,23.46,0.137,0.327,-11.2,20.81,-51.99,29.6,75.96,75.0,87.16,88.44,-11.2,-16.57,20.51
s28,vid_s28_T3.avi,bbox_forehead,ICA_3,53,23.18,26.9,0.131,0.349,-12.9,23.83,-59.61,33.81,74.26,63.0,87.16,88.44,-12.9,-19.2,21.31
s28,vid_s28_T3.avi,bbox_forehead,CHROM,53,26.39,28.02,-0.038,0.788,24.97,12.83,-0.18,50.13,112.13,114.0,87.16,88.44,24.97,25.34,25.4
s28,vid_s28_T3.avi,bbox_forehead,POS,53,25.48,27.23,-0.072,0.609,25.48,9.7,6.47,44.49,112.64,111.0,87.16,88.44,25.48,24.43,24.43
s28,vid_s28_T3.avi,bbox_forehead_jitter,R,49,20.45,22.77,0.373,0.008,-2.04,22.92,-46.96,42.87,85.63,76.0,87.68,87.58,-2.04,-8.01,20.59
s28,vid_s28_T3.avi,bbox_forehead_jitter,R,49,22.41,24.81,-0.068,0.644,-4.56,24.64,-52.86,43.74,83.11,75.47,87.68,87.58,-4.56,-9.26,22.24
s28,vid_s28_T3.avi,bbox_forehead_jitter,R,50,17.2,18.98,0.147,0.307,17.15,8.22,1.05,33.26,104.7,104.87,87.55,87.58,17.15,17.8,17.8
s28,vid_s28_T3.avi,bbox_forehead_jitter,G,49,25.77,28.47,-0.018,0.905,-14.0,25.04,-63.09,35.08,73.67,60.0,87.68,87.58,-14.0,-18.38,26.47
s28,vid_s28_T3.avi,bbox_forehead_jitter,G,49,23.85,27.32,-0.009,0.951,-8.3,26.3,-59.85,43.25,79.37,78.75,87.68,87.58,-8.3,-14.34,24.67
s28,vid_s28_T3.avi,bbox_forehead_jitter,G,50,12.29,15.45,0.298,0.036,10.7,11.25,-11.35,32.75,98.25,99.19,87.55,87.58,10.7,9.49,9.49
s28,vid_s28_T3.avi,bbox_forehead_jitter,B,49,22.04,23.86,0.085,0.562,-1.27,24.08,-48.46,45.92,86.41,76.0,87.68,87.58,-1.27,-7.69,22.18
s28,vid_s28_T3.avi,bbox_forehead_jitter,B,49,22.83,25.39,0.01,0.947,-5.23,25.11,-54.44,43.98,82.44,72.66,87.68,87.58,-5.23,-9.26,22.05
s28,vid_s28_T3.avi,bbox_forehead_jitter,B,50,15.16,16.96,0.516,<0.001,15.16,7.69,0.09,30.23,102.71,103.72,87.55,87.58,15.16,16.41,16.41
s28,vid_s28_T3.avi,bbox_forehead_jitter,GREY_W,49,19.08,22.43,0.201,0.167,-7.55,21.34,-49.38,34.28,80.12,80.0,87.68,87.58,-7.55,-9.35,15.87
s28,vid_s28_T3.avi,bbox_forehead_jitter,GREY_W,49,20.68,23.84,0.214,0.140,-10.18,21.78,-52.87,32.52,77.5,72.66,87.68,87.58,-10.18,-15.3,22.19
s28,vid_s28_T3.avi,bbox_forehead_jitter,GREY_W,50,13.68,16.45,0.257,0.072,13.18,9.94,-6.31,32.67,100.73,97.74,87.55,87.58,13.18,10.92,10.92
s28,vid_s28_T3.avi,bbox_forehead_jitter,GREY_A,49,19.35,21.97,0.156,0.285,-3.96,21.84,-46.76,38.84,83.71,80.0,87.68,87.58,-3.96,-7.88,19.22
s28,vid_s28_T3.avi,bbox_forehead_jitter,GREY_A,49,20.81,23.58,0.229,0.114,-6.31,22.96,-51.31,38.68,81.36,74.53,87.68,87.58,-6.31,-9.26,21.44
s28,vid_s28_T3.avi,bbox_forehead_jitter,GREY_A,50,13.68,17.12,0.35,0.013,13.35,10.83,-7.88,34.57,100.89,102.81,87.55,87.58,13.35,12.38,12.38
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_1,49,19.72,22.51,0.078,0.595,-5.72,21.99,-48.82,37.39,81.96,80.0,87.68,87.58,-5.72,-13.56,19.22
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_1,49,20.56,23.59,0.183,0.208,-8.22,22.34,-52.0,35.57,79.46,72.66,87.68,87.58,-8.22,-8.83,21.57
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_1,50,12.52,16.24,0.3,0.034,11.77,11.3,-10.37,33.92,99.32,100.77,87.55,87.58,11.77,10.2,10.2
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_2,49,23.45,26.24,-0.125,0.394,-15.06,21.71,-57.61,27.49,72.61,68.0,87.68,87.58,-15.06,-18.49,22.9
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_2,49,22.37,24.96,-0.161,0.269,-13.64,21.12,-55.04,27.76,74.03,69.84,87.68,87.58,-13.64,-18.6,21.83
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_2,50,13.87,17.0,-0.538,<0.001,11.32,12.8,-13.77,36.42,98.87,98.85,87.55,87.58,11.32,10.92,10.92
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_3,49,22.06,23.32,0.564,<0.001,7.55,22.29,-36.14,51.24,95.22,112.0,87.68,87.58,7.55,17.94,22.06
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_3,49,23.55,25.55,0.14,0.339,18.5,17.81,-16.4,53.4,106.18,112.03,87.68,87.58,18.5,22.37,22.75
s28,vid_s28_T3.avi,bbox_forehead_jitter,PCA_3,50,23.19,24.11,0.378,0.007,23.19,6.66,10.14,36.24,110.73,110.19,87.55,87.58,23.19,23.07,23.07
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_1,49,23.32,25.46,0.124,0.396,-10.33,23.51,-56.4,35.75,77.35,70.0,87.68,87.58,-10.33,-14.49,22.82
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_1,49,23.42,25.88,-0.242,0.094,-14.0,21.99,-57.11,29.1,73.67,69.84,87.68,87.58,-14.0,-18.86,22.57
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_1,50,15.34,17.88,-0.721,<0.001,13.92,11.33,-8.29,36.14,101.47,102.34,87.55,87.58,13.92,15.01,15.01
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_2,49,22.56,24.15,0.416,0.003,11.02,21.72,-31.55,53.59,98.69,112.0,87.68,87.58,11.02,18.29,23.09
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_2,49,22.16,23.76,0.36,0.011,10.16,21.71,-32.38,52.7,97.83,109.22,87.68,87.58,10.16,21.64,23.22
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_2,50,23.6,24.54,0.336,0.017,23.6,6.79,10.3,36.91,111.15,111.54,87.55,87.58,23.6,23.49,23.49
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_3,49,21.92,23.56,0.32,0.025,7.1,22.7,-37.38,51.58,94.78,110.0,87.68,87.58,7.1,17.82,20.91
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_3,49,22.78,24.72,0.281,0.050,10.57,22.58,-33.68,54.82,98.25,109.69,87.68,87.58,10.57,19.69,21.59
s28,vid_s28_T3.avi,bbox_forehead_jitter,ZCA_3,50,21.38,22.93,-0.347,0.014,21.38,8.37,4.97,37.79,108.93,108.95,87.55,87.58,21.38,19.36,19.36
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_1,49,21.94,23.19,0.565,<0.001,7.43,22.2,-36.08,50.93,95.1,112.0,87.68,87.58,7.43,17.94,21.81
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_1,49,23.37,25.34,0.149,0.306,19.54,16.29,-12.39,51.48,107.22,112.03,87.68,87.58,19.54,22.37,22.75
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_1,50,23.21,24.0,0.575,<0.001,23.21,6.17,11.12,35.29,110.75,110.9,87.55,87.58,23.21,23.03,23.03
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_2,49,21.8,23.86,-0.036,0.805,-14.21,19.36,-52.16,23.75,73.47,70.0,87.68,87.58,-14.21,-16.8,22.06
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_2,49,22.44,24.62,-0.145,0.320,-15.03,19.71,-53.66,23.6,72.65,69.84,87.68,87.58,-15.03,-18.84,20.87
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_2,50,11.13,14.45,-0.178,0.215,8.46,11.83,-14.73,31.65,96.0,93.62,87.55,87.58,8.46,5.61,8.5
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_3,49,21.32,25.41,-0.149,0.307,-13.55,21.71,-56.11,29.0,74.12,72.0,87.68,87.58,-13.55,-14.8,17.54
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_3,49,22.33,26.39,-0.186,0.199,-13.89,22.67,-58.32,30.54,73.79,67.03,87.68,87.58,-13.89,-20.32,23.05
s28,vid_s28_T3.avi,bbox_forehead_jitter,ICA_3,50,14.25,18.35,0.11,0.445,12.11,13.93,-15.19,39.41,99.65,100.41,87.55,87.58,12.11,9.36,9.36
s28,vid_s28_T3.avi,bbox_forehead_jitter,CHROM,49,24.93,26.59,-0.003,0.986,23.71,12.15,-0.1,47.52,111.39,112.0,87.68,87.58,23.71,23.09,23.23
s28,vid_s28_T3.avi,bbox_forehead_jitter,CHROM,49,24.92,26.16,0.143,0.328,22.48,13.51,-4.0,48.96,110.16,112.97,87.68,87.58,22.48,22.81,23.44
s28,vid_s28_T3.avi,bbox_forehead_jitter,CHROM,50,24.47,25.49,0.098,0.499,24.47,7.2,10.35,38.59,112.02,112.06,87.55,87.58,24.47,23.59,23.59
s28,vid_s28_T3.avi,bbox_forehead_jitter,POS,49,24.37,26.13,-0.213,0.142,24.37,9.54,5.67,43.06,112.04,112.0,87.68,87.58,24.37,23.59,23.59
