Subject ID,Recording ID,ROI,Extraction Method,Number of Windows,MAE (bpm),RMSE (bpm),Pearson r,Pearson p,Bias (bpm),SD (bpm),LoA Lower (bpm),LoA Upper (bpm),Mean rPPG (bpm),Median rPPG (bpm),Mean Ground Truth (bpm),Median Ground Truth (bpm),Mean Error (bpm),Median Error (bpm),Median Absolute Error (bpm)
s28,vid_s28_T1.avi,manual,R,83,11.76,14.01,-0.019,0.863,-8.14,11.47,-30.62,14.35,78.78,78.38,86.92,88.21,-8.14,-10.3,11.84
s28,vid_s28_T1.avi,manual,G,83,10.03,12.21,0.034,0.763,-8.11,9.18,-26.12,9.89,78.8,78.96,86.92,88.21,-8.11,-8.86,9.68
s28,vid_s28_T1.avi,manual,B,83,11.79,13.85,0.11,0.323,-10.78,8.75,-27.93,6.37,76.14,75.52,86.92,88.21,-10.78,-12.4,12.4
s28,vid_s28_T1.avi,manual,GREY_W,83,10.88,13.06,0.028,0.802,-8.58,9.9,-27.99,10.83,78.34,78.39,86.92,88.21,-8.58,-9.91,10.4
s28,vid_s28_T1.avi,manual,GREY_A,83,11.33,13.48,0.048,0.667,-9.15,9.97,-28.68,10.39,77.77,77.83,86.92,88.21,-9.15,-10.63,10.63
s28,vid_s28_T1.avi,manual,PCA_1,83,11.31,13.45,0.057,0.608,-9.29,9.78,-28.47,9.88,77.62,77.36,86.92,88.21,-9.29,-10.92,10.92
s28,vid_s28_T1.avi,manual,PCA_2,83,11.27,13.26,0.014,0.901,-5.74,12.03,-29.31,17.84,81.18,79.8,86.92,88.21,-5.74,-9.26,11.44
s28,vid_s28_T1.avi,manual,PCA_3,83,5.0,6.07,0.062,0.575,0.95,6.03,-10.87,12.77,87.86,87.65,86.92,88.21,0.95,1.32,4.58
s28,vid_s28_T1.avi,manual,ZCA_1,83,9.48,11.68,-0.017,0.879,-6.77,9.57,-25.53,11.99,80.15,81.03,86.92,88.21,-6.77,-6.35,8.23
s28,vid_s28_T1.avi,manual,ZCA_2,83,5.06,6.01,0.01,0.930,0.47,6.03,-11.34,12.28,87.39,87.19,86.92,88.21,0.47,1.02,4.29
s28,vid_s28_T1.avi,manual,ZCA_3,83,6.12,7.31,0.164,0.139,-2.64,6.86,-16.09,10.8,84.27,85.14,86.92,88.21,-2.64,-3.48,5.25
s28,vid_s28_T1.avi,manual,ICA_1,83,5.02,6.12,0.05,0.653,0.93,6.08,-10.99,12.85,87.84,87.66,86.92,88.21,0.93,1.24,4.63
s28,vid_s28_T1.avi,manual,ICA_2,83,11.04,13.52,-0.069,0.537,-7.33,11.43,-29.74,15.08,79.58,79.93,86.92,88.21,-7.33,-8.75,10.96
s28,vid_s28_T1.avi,manual,ICA_3,83,9.58,11.26,0.239,0.030,-8.24,7.71,-23.36,6.87,78.67,77.48,86.92,88.21,-8.24,-9.52,9.83
s28,vid_s28_T1.avi,manual,CHROM,83,4.59,5.58,0.091,0.414,-0.96,5.53,-11.79,9.87,85.96,85.81,86.92,88.21,-0.96,-1.89,3.72
s28,vid_s28_T1.avi,manual,POS,83,4.63,5.52,0.121,0.275,0.59,5.52,-10.23,11.41,87.51,87.34,86.92,88.21,0.59,1.27,3.74
s28,vid_s28_T1.avi,none,R,83,12.37,14.37,0.039,0.726,-10.82,9.52,-29.48,7.85,76.1,75.48,86.92,88.21,-10.82,-12.85,12.85
s28,vid_s28_T1.avi,none,G,83,11.91,13.66,0.003,0.976,-10.39,8.92,-27.86,7.08,76.53,75.57,86.92,88.21,-10.39,-10.88,11.31
s28,vid_s28_T1.avi,none,B,83,14.18,15.79,-0.006,0.960,-13.52,8.22,-29.62,2.59,73.4,72.62,86.92,88.21,-13.52,-15.37,15.37
s28,vid_s28_T1.avi,none,GREY_W,83,12.43,14.2,0.012,0.911,-11.04,8.99,-28.65,6.57,75.88,75.7,86.92,88.21,-11.04,-11.81,11.81
s28,vid_s28_T1.avi,none,GREY_A,83,12.88,14.64,0.019,0.868,-11.71,8.84,-29.04,5.61,75.2,74.81,86.92,88.21,-11.71,-13.0,13.0
s28,vid_s28_T1.avi,none,PCA_1,83,12.84,14.62,0.019,0.864,-11.66,8.87,-29.04,5.73,75.26,74.83,86.92,88.21,-11.66,-12.99,12.99
s28,vid_s28_T1.avi,none,PCA_2,83,8.88,11.01,-0.21,0.057,-1.66,10.95,-23.13,19.8,85.25,84.22,86.92,88.21,-1.66,-3.54,7.76
s28,vid_s28_T1.avi,none,PCA_3,83,6.74,8.29,0.111,0.320,-2.82,7.85,-18.2,12.56,84.1,85.06,86.92,88.21,-2.82,-3.35,5.55
s28,vid_s28_T1.avi,none,ZCA_1,83,7.5,9.04,-0.107,0.335,-3.35,8.45,-19.9,13.2,83.57,84.87,86.92,88.21,-3.35,-3.11,6.56
s28,vid_s28_T1.avi,none,ZCA_2,83,7.36,9.64,0.095,0.392,-2.25,9.43,-20.73,16.22,84.66,86.8,86.92,88.21,-2.25,-1.71,5.1
s28,vid_s28_T1.avi,none,ZCA_3,83,7.8,9.42,-0.123,0.268,-5.38,7.78,-20.63,9.86,81.54,81.52,86.92,88.21,-5.38,-5.34,7.44
s28,vid_s28_T1.avi,none,ICA_1,83,8.06,9.91,-0.088,0.427,-4.47,8.9,-21.91,12.97,82.45,85.42,86.92,88.21,-4.47,-3.77,6.86
s28,vid_s28_T1.avi,none,ICA_2,83,6.49,7.94,0.101,0.366,-1.82,7.78,-17.07,13.42,85.09,86.06,86.92,88.21,-1.82,-2.73,5.21
s28,vid_s28_T1.avi,none,ICA_3,83,7.66,9.93,0.03,0.789,-5.17,8.52,-21.88,11.54,81.75,83.45,86.92,88.21,-5.17,-3.94,6.03
s28,vid_s28_T1.avi,none,CHROM,83,6.29,7.82,0.081,0.466,-1.73,7.67,-16.76,13.29,85.18,86.68,86.92,88.21,-1.73,-2.16,4.86
s28,vid_s28_T1.avi,none,POS,83,6.75,8.41,0.101,0.366,-2.57,8.06,-18.36,13.21,84.34,85.56,86.92,88.21,-2.57,-3.32,5.69
s28,vid_s28_T1.avi,face_track,R,83,7.15,9.14,-0.12,0.280,-1.13,9.13,-19.02,16.76,85.79,86.52,86.92,88.21,-1.13,-0.83,5.1
s28,vid_s28_T1.avi,face_track,G,83,6.5,8.63,-0.075,0.502,-2.05,8.44,-18.59,14.48,84.86,85.05,86.92,88.21,-2.05,-1.78,4.61
s28,vid_s28_T1.avi,face_track,B,83,7.12,9.13,-0.059,0.599,-1.49,9.07,-19.26,16.28,85.43,86.7,86.92,88.21,-1.49,-2.24,5.92
s28,vid_s28_T1.avi,face_track,GREY_W,83,6.72,8.96,-0.11,0.321,-1.88,8.81,-19.15,15.4,85.04,85.97,86.92,88.21,-1.88,-1.49,5.06
s28,vid_s28_T1.avi,face_track,GREY_A,83,6.76,9.04,-0.107,0.337,-1.81,8.91,-19.27,15.66,85.11,86.41,86.92,88.21,-1.81,-1.62,5.07
s28,vid_s28_T1.avi,face_track,PCA_1,83,6.81,9.06,-0.112,0.315,-1.78,8.94,-19.29,15.74,85.14,86.72,86.92,88.21,-1.78,-1.52,4.94
s28,vid_s28_T1.avi,face_track,PCA_2,83,6.93,8.58,0.111,0.316,3.38,7.93,-12.16,18.92,90.3,90.97,86.92,88.21,3.38,3.71,5.59
s28,vid_s28_T1.avi,face_track,PCA_3,83,6.28,7.48,0.087,0.432,1.76,7.32,-12.58,16.1,88.68,87.43,86.92,88.21,1.76,2.14,5.11
s28,vid_s28_T1.avi,face_track,ZCA_1,83,8.39,10.29,-0.105,0.346,3.31,9.8,-15.89,22.52,90.23,90.0,86.92,88.21,3.31,3.07,7.42
s28,vid_s28_T1.avi,face_track,ZCA_2,83,5.65,7.49,-0.022,0.842,1.31,7.42,-13.23,15.85,88.23,87.17,86.92,88.21,1.31,0.51,4.06
s28,vid_s28_T1.avi,face_track,ZCA_3,83,6.06,7.31,0.234,0.033,1.34,7.23,-12.82,15.51,88.26,88.57,86.92,88.21,1.34,0.47,5.47
s28,vid_s28_T1.avi,face_track,ICA_1,83,5.96,7.17,-0.008,0.943,1.86,6.97,-11.79,15.52,88.78,88.47,86.92,88.21,1.86,2.56,5.04
s28,vid_s28_T1.avi,face_track,ICA_2,83,7.1,8.83,0.089,0.423,3.44,8.19,-12.6,19.49,90.36,91.06,86.92,88.21,3.44,2.69,6.61
s28,vid_s28_T1.avi,face_track,ICA_3,83,6.33,8.08,-0.004,0.968,-2.14,7.84,-17.5,13.22,84.78,84.58,86.92,88.21,-2.14,-2.58,4.71
s28,vid_s28_T1.avi,face_track,CHROM,83,5.42,6.77,-0.023,0.836,1.55,6.63,-11.45,14.55,88.46,87.85,86.92,88.21,1.55,1.5,4.27
s28,vid_s28_T1.avi,face_track,POS,83,6.05,7.44,-0.015,0.896,2.27,7.13,-11.69,16.24,89.19,88.71,86.92,88.21,2.27,2.87,4.96
s28,vid_s28_T1.avi,bbox_forehead,R,83,6.74,9.0,-0.168,0.128,3.88,8.17,-12.13,19.9,90.8,90.42,86.92,88.21,3.88,2.25,5.08
s28,vid_s28_T1.avi,bbox_forehead,G,83,6.8,9.24,-0.249,0.023,4.19,8.28,-12.03,20.42,91.11,90.33,86.92,88.21,4.19,2.96,4.59
s28,vid_s28_T1.avi,bbox_forehead,B,83,6.89,9.03,-0.237,0.031,3.8,8.24,-12.34,19.94,90.72,90.62,86.92,88.21,3.8,2.83,5.05
s28,vid_s28_T1.avi,bbox_forehead,GREY_W,83,6.7,9.09,-0.223,0.042,4.12,8.15,-11.85,20.09,91.04,90.48,86.92,88.21,4.12,2.48,4.71
s28,vid_s28_T1.avi,bbox_forehead,GREY_A,83,6.68,9.02,-0.219,0.047,4.06,8.1,-11.82,19.94,90.98,90.83,86.92,88.21,4.06,2.61,4.71
s28,vid_s28_T1.avi,bbox_forehead,PCA_1,83,6.66,9.01,-0.213,0.054,4.05,8.1,-11.82,19.92,90.97,90.5,86.92,88.21,4.05,2.26,4.68
s28,vid_s28_T1.avi,bbox_forehead,PCA_2,83,6.16,7.68,-0.028,0.798,2.56,7.28,-11.71,16.84,89.48,89.43,86.92,88.21,2.56,2.04,5.31
s28,vid_s28_T1.avi,bbox_forehead,PCA_3,83,4.97,6.18,0.003,0.981,1.78,5.95,-9.89,13.45,88.7,89.07,86.92,88.21,1.78,1.8,4.43
s28,vid_s28_T1.avi,bbox_forehead,ZCA_1,83,5.78,7.38,0.035,0.753,3.22,6.68,-9.88,16.32,90.13,90.08,86.92,88.21,3.22,2.7,4.76
s28,vid_s28_T1.avi,bbox_forehead,ZCA_2,83,6.18,8.89,-0.129,0.243,3.18,8.35,-13.19,19.54,90.09,89.64,86.92,88.21,3.18,2.17,3.94
