subject,recording,video,roi,mae,rmse,r,bias,sd,mean_gt,mean_rppg,mean_pair,diff,failure
f6q3,f6q3_Stroop,f6q3|f6q3_Stroop,poly,20.11,20.75,-0.189,20.11,5.29,60.02,80.14,70.08,-20.119999999999997,1
f6q3,f6q3_Video1,f6q3|f6q3_Video1,poly,17.0,17.25,0.341,17.0,2.97,59.03,76.03,67.53,-17.0,1
f6q3,f6q3_Video2,f6q3|f6q3_Video2,poly,12.9,13.37,0.663,12.9,3.55,59.43,72.33,65.88,-12.899999999999999,1
g7r2,g7r2_Baseline,g7r2|g7r2_Baseline,poly,15.11,18.09,-0.561,10.51,15.28,75.0,85.51,80.255,-10.510000000000005,1
g7r2,g7r2_Breathing,g7r2|g7r2_Breathing,poly,5.5,7.31,0.165,-1.63,7.19,92.57,90.94,91.755,1.6299999999999955,0
g7r2,g7r2_Counting1,g7r2|g7r2_Counting1,poly,7.59,9.18,0.423,6.24,6.98,89.13,95.37,92.25,-6.240000000000009,0
g7r2,g7r2_Counting2,g7r2|g7r2_Counting2,poly,10.72,12.52,0.018,-10.66,6.81,100.68,90.01,95.345,10.670000000000002,1
g7r2,g7r2_Counting3,g7r2|g7r2_Counting3,poly,13.65,17.39,-0.682,-7.74,16.21,106.24,98.5,102.37,7.739999999999995,1
g7r2,g7r2_Math,g7r2|g7r2_Math,poly,9.63,11.52,0.894,-9.63,6.58,101.65,92.02,96.83500000000001,9.63000000000001,0
g7r2,g7r2_Reading,g7r2|g7r2_Reading,poly,18.49,22.12,-0.799,-16.14,15.7,108.44,92.3,100.37,16.14,1
g7r2,g7r2_Relax,g7r2|g7r2_Relax,poly,15.81,18.17,-0.359,-12.95,12.89,100.08,87.13,93.60499999999999,12.950000000000003,1
g7r2,g7r2_Speaking,g7r2|g7r2_Speaking,poly,8.84,10.07,-0.52,-5.7,8.62,105.51,99.81,102.66,5.700000000000003,0
g7r2,g7r2_Stroop,g7r2|g7r2_Stroop,poly,17.03,18.83,-0.201,-4.36,19.07,106.97,102.6,104.785,4.3700000000000045,1
g7r2,g7r2_Video1,g7r2|g7r2_Video1,poly,16.1,19.35,0.071,-3.28,19.26,78.75,75.48,77.11500000000001,3.269999999999996,1
g7r2,g7r2_Video2,g7r2|g7r2_Video2,poly,12.69,14.17,0.275,-12.69,6.4,97.87,85.18,91.525,12.689999999999998,1
g9j5,g9j5_Baseline,g9j5|g9j5_Baseline,poly,3.9,5.27,-0.064,3.4,4.2,89.66,93.06,91.36,-3.4000000000000057,0
g9j5,g9j5_Breathing,g9j5|g9j5_Breathing,poly,3.46,4.38,0.128,1.99,3.94,81.57,83.56,82.565,-1.990000000000009,0
g9j5,g9j5_Counting1,g9j5|g9j5_Counting1,poly,2.73,3.13,-0.395,-0.32,3.24,83.45,83.14,83.295,0.3100000000000023,0
g9j5,g9j5_Counting2,g9j5|g9j5_Counting2,poly,5.42,5.53,-0.092,-5.42,1.15,86.86,81.44,84.15,5.420000000000002,0
g9j5,g9j5_Counting3,g9j5|g9j5_Counting3,poly,10.54,11.85,-0.867,9.83,6.9,86.16,95.98,91.07,-9.820000000000007,1
g9j5,g9j5_Math,g9j5|g9j5_Math,poly,3.52,4.52,0.607,1.99,4.21,83.07,85.05,84.06,-1.980000000000004,0
g9j5,g9j5_Reading,g9j5|g9j5_Reading,poly,3.38,3.72,-0.132,0.73,3.79,85.14,85.87,85.505,-0.730000000000004,0
g9j5,g9j5_Relax,g9j5|g9j5_Relax,poly,4.84,5.76,0.806,4.84,3.15,81.3,86.14,83.72,-4.840000000000003,0
g9j5,g9j5_Speaking,g9j5|g9j5_Speaking,poly,1.58,1.99,0.601,-0.31,2.04,85.82,85.51,85.66499999999999,0.30999999999998806,0
g9j5,g9j5_Stroop,g9j5|g9j5_Stroop,poly,4.3,4.75,0.023,0.0,4.94,81.43,81.44,81.435,-0.009999999999990905,0
g9j5,g9j5_Video1,g9j5|g9j5_Video1,poly,4.19,5.33,-0.317,-0.61,5.35,82.94,82.33,82.63499999999999,0.6099999999999994,0
g9j5,g9j5_Video2,g9j5|g9j5_Video2,poly,4.35,5.48,0.061,0.32,5.55,82.7,83.01,82.855,-0.3100000000000023,0
h7j3,h7j3_Baseline,h7j3|h7j3_Baseline,poly,7.97,8.0,0.981,-7.97,0.74,66.83,58.86,62.845,7.969999999999999,0
h7j3,h7j3_Breathing,h7j3|h7j3_Breathing,poly,9.73,11.34,-0.253,9.61,6.06,65.57,75.18,70.375,-9.610000000000014,0
h7j3,h7j3_Counting1,h7j3|h7j3_Counting1,poly,10.21,10.39,0.533,10.21,2.01,62.55,72.76,67.655,-10.210000000000008,1
h7j3,h7j3_Counting2,h7j3|h7j3_Counting2,poly,3.59,3.87,0.373,3.59,1.49,63.45,67.04,65.245,-3.5900000000000034,0
h7j3,h7j3_Counting3,h7j3|h7j3_Counting3,poly,4.29,4.93,0.24,4.17,2.73,65.12,69.3,67.21000000000001,-4.179999999999993,0
h7j3,h7j3_Math,h7j3|h7j3_Math,poly,3.02,3.42,-0.746,-1.84,2.99,67.73,65.89,66.81,1.8400000000000034,0
h7j3,h7j3_Reading,h7j3|h7j3_Reading,poly,1.8,2.71,-0.891,1.44,2.39,74.21,75.65,74.93,-1.440000000000012,0
h7j3,h7j3_Speaking,h7j3|h7j3_Speaking,poly,4.91,5.93,-0.859,4.91,3.46,75.18,80.09,77.635,-4.909999999999997,0
h7j3,h7j3_Stroop,h7j3|h7j3_Stroop,poly,2.15,2.4,0.158,-2.15,1.1,63.81,61.66,62.735,2.1500000000000057,0
h7j3,h7j3_Video1,h7j3|h7j3_Video1,poly,7.04,8.7,-0.231,6.94,5.3,62.99,69.92,66.455,-6.93,0
h7j3,h7j3_Video2,h7j3|h7j3_Video2,poly,5.96,8.53,-0.053,5.9,6.26,61.38,67.28,64.33,-5.899999999999999,0
h8r2,h8r2_Counting1,h8r2|h8r2_Counting1,poly,5.98,8.53,-0.893,-5.58,6.69,80.97,75.39,78.18,5.579999999999998,0
h8r2,h8r2_Counting2,h8r2|h8r2_Counting2,poly,3.9,4.17,0.801,-3.9,1.55,78.67,74.77,76.72,3.9000000000000057,0
h8r2,h8r2_Counting3,h8r2|h8r2_Counting3,poly,3.62,3.91,0.77,3.53,1.75,78.1,81.63,79.865,-3.530000000000001,0
h8r2,h8r2_Math,h8r2|h8r2_Math,poly,5.87,6.04,0.856,-5.87,1.51,77.01,71.14,74.075,5.8700000000000045,0
h8r2,h8r2_Reading,h8r2|h8r2_Reading,poly,8.23,10.38,0.631,6.22,8.63,78.59,84.81,81.7,-6.219999999999999,0
h8r2,h8r2_Relax,h8r2|h8r2_Relax,poly,5.94,7.83,-0.147,5.92,5.2,73.47,79.38,76.425,-5.909999999999997,0
h8r2,h8r2_Speaking,h8r2|h8r2_Speaking,poly,2.71,3.4,0.765,2.34,2.56,76.66,79.01,77.83500000000001,-2.3500000000000085,0
h8r2,h8r2_Stroop,h8r2|h8r2_Stroop,poly,8.24,8.45,0.735,-8.24,1.94,82.43,74.19,78.31,8.240000000000009,0
h8r2,h8r2_Video1,h8r2|h8r2_Video1,poly,9.44,10.96,-0.384,8.53,6.95,72.25,80.78,76.515,-8.530000000000001,0
h8r2,h8r2_Video2,h8r2|h8r2_Video2,poly,6.09,8.74,-0.469,5.28,7.07,70.1,75.38,72.74,-5.280000000000001,0
h8s1,h8s1_Baseline,h8s1|h8s1_Baseline,poly,11.02,12.95,-0.47,-11.02,7.07,104.68,93.65,99.165,11.030000000000001,1
h8s1,h8s1_Breathing,h8s1|h8s1_Breathing,poly,4.4,5.49,-0.034,1.87,5.21,82.92,84.8,83.86,-1.8799999999999955,0
h8s1,h8s1_Counting1,h8s1|h8s1_Counting1,poly,31.84,32.26,-0.646,-31.84,5.39,114.44,82.6,98.52,31.840000000000003,1
h8s1,h8s1_Counting2,h8s1|h8s1_Counting2,poly,23.37,23.65,0.746,-23.37,3.71,109.17,85.8,97.485,23.370000000000005,1
h8s1,h8s1_Counting3,h8s1|h8s1_Counting3,poly,2.85,3.54,0.26,-1.59,3.28,89.23,87.64,88.435,1.5900000000000034,0
h8s1,h8s1_Math,h8s1|h8s1_Math,poly,9.34,10.14,0.158,-8.8,5.22,96.56,87.76,92.16,8.799999999999997,0
h8s1,h8s1_Reading,h8s1|h8s1_Reading,poly,5.09,5.19,0.935,-5.09,1.06,102.61,97.51,100.06,5.099999999999994,0
h8s1,h8s1_Relax,h8s1|h8s1_Relax,poly,2.54,2.95,0.592,-0.73,2.89,78.11,77.38,77.745,0.730000000000004,0
h8s1,h8s1_Speaking,h8s1|h8s1_Speaking,poly,7.8,9.05,0.367,-7.71,4.92,106.62,98.91,102.765,7.710000000000008,0
h8s1,h8s1_Stroop,h8s1|h8s1_Stroop,poly,13.2,14.27,-0.334,-13.2,5.64,97.29,84.09,90.69,13.200000000000003,1
h8s1,h8s1_Video1,h8s1|h8s1_Video1,poly,7.57,8.71,0.586,-7.1,5.11,83.65,76.55,80.1,7.1000000000000085,0
h8s1,h8s1_Video2,h8s1|h8s1_Video2,poly,2.09,2.49,0.872,0.93,2.34,73.9,74.83,74.36500000000001,-0.9299999999999926,0
i9t9,i9t9_Baseline,i9t9|i9t9_Baseline,poly,4.15,5.33,-0.303,-3.98,3.67,82.75,78.76,80.755,3.989999999999995,0
i9t9,i9t9_Breathing,i9t9|i9t9_Breathing,poly,3.4,5.35,0.739,2.3,4.88,81.16,83.46,82.31,-2.299999999999997,0
i9t9,i9t9_Counting1,i9t9|i9t9_Counting1,poly,1.18,1.45,0.109,-0.63,1.36,77.83,77.2,77.515,0.6299999999999955,0
i9t9,i9t9_Counting2,i9t9|i9t9_Counting2,poly,2.2,2.4,0.516,-2.2,1.0,78.65,76.45,77.55000000000001,2.200000000000003,0
i9t9,i9t9_Counting3,i9t9|i9t9_Counting3,poly,11.85,11.91,-0.191,-11.85,1.27,77.58,65.74,71.66,11.840000000000003,1
i9t9,i9t9_Math,i9t9|i9t9_Math,poly,4.48,6.67,-0.824,2.76,6.3,78.39,81.15,79.77000000000001,-2.760000000000005,0
i9t9,i9t9_Reading,i9t9|i9t9_Reading,poly,4.59,4.63,0.868,4.59,0.63,78.21,82.8,80.505,-4.590000000000003,0
i9t9,i9t9_Relax,i9t9|i9t9_Relax,poly,4.65,5.07,0.032,3.53,3.67,75.37,78.9,77.135,-3.530000000000001,0
i9t9,i9t9_Speaking,i9t9|i9t9_Speaking,poly,1.62,1.96,0.584,1.43,1.4,76.84,78.27,77.555,-1.4299999999999926,0
i9t9,i9t9_Stroop,i9t9|i9t9_Stroop,poly,1.87,2.22,-0.311,-1.87,1.25,76.89,75.02,75.955,1.8700000000000045,0
i9t9,i9t9_Video1,i9t9|i9t9_Video1,poly,5.0,5.76,0.0,0.85,5.76,79.57,80.43,80.0,-0.8600000000000136,0
i9t9,i9t9_Video2,i9t9|i9t9_Video2,poly,2.63,3.08,-0.412,-0.68,3.05,77.85,77.17,77.50999999999999,0.6799999999999926,0
iqyg,iqyg_Baseline,iqyg|iqyg_Baseline,poly,3.32,3.9,0.65,1.41,3.77,95.6,97.01,96.305,-1.4100000000000108,0
iqyg,iqyg_Breathing,iqyg|iqyg_Breathing,poly,7.69,8.98,-0.414,6.44,6.33,78.08,84.52,81.3,-6.439999999999998,0
iqyg,iqyg_Counting1,iqyg|iqyg_Counting1,poly,8.41,8.83,-0.16,-8.41,2.79,94.09,85.67,89.88,8.420000000000002,0
iqyg,iqyg_Counting2,iqyg|iqyg_Counting2,poly,4.89,5.32,0.107,-4.89,2.19,89.99,85.1,87.54499999999999,4.890000000000001,0
iqyg,iqyg_Counting3,iqyg|iqyg_Counting3,poly,1.98,2.44,-0.144,1.19,2.21,88.33,89.52,88.925,-1.1899999999999977,0
iqyg,iqyg_Math,iqyg|iqyg_Math,poly,5.08,6.02,-0.828,-4.3,4.37,88.29,83.99,86.14,4.300000000000011,0
iqyg,iqyg_Reading,iqyg|iqyg_Reading,poly,12.22,12.25,0.973,-12.22,0.92,100.63,88.41,94.52,12.219999999999999,1
iqyg,iqyg_Relax,iqyg|iqyg_Relax,poly,6.32,8.87,-0.477,6.14,6.47,73.17,79.31,76.24000000000001,-6.140000000000001,0
iqyg,iqyg_Speaking,iqyg|iqyg_Speaking,poly,2.55,2.77,0.917,-0.86,2.73,94.83,93.98,94.405,0.8499999999999943,0
iqyg,iqyg_Stroop,iqyg|iqyg_Stroop,poly,3.26,4.59,-0.356,-2.26,4.14,82.16,79.9,81.03,2.259999999999991,0
iqyg,iqyg_Video1,iqyg|iqyg_Video1,poly,8.58,11.39,-0.499,6.61,9.36,76.34,82.95,79.64500000000001,-6.609999999999999,0
iqyg,iqyg_Video2,iqyg|iqyg_Video2,poly,6.54,8.71,0.087,5.96,6.45,76.38,82.33,79.35499999999999,-5.950000000000003,0
j9h8,j9h8_Baseline,j9h8|j9h8_Baseline,poly,2.72,3.07,0.395,-0.81,3.07,76.9,76.08,76.49000000000001,0.8200000000000074,0
j9h8,j9h8_Breathing,j9h8|j9h8_Breathing,poly,11.69,13.55,0.069,11.69,6.91,69.84,81.53,75.685,-11.689999999999998,1
j9h8,j9h8_Counting1,j9h8|j9h8_Counting1,poly,5.69,5.86,0.957,5.69,1.49,75.82,81.5,78.66,-5.680000000000007,0
j9h8,j9h8_Counting2,j9h8|j9h8_Counting2,poly,8.08,8.73,-0.376,-8.08,3.41,74.73,66.64,70.685,8.090000000000003,0
j9h8,j9h8_Counting3,j9h8|j9h8_Counting3,poly,5.65,6.62,-0.612,-2.37,6.41,72.62,70.24,71.43,2.3800000000000097,0
j9h8,j9h8_Math,j9h8|j9h8_Math,poly,6.66,10.32,-0.913,6.24,8.53,74.08,80.33,77.205,-6.25,0
j9h8,j9h8_Reading,j9h8|j9h8_Reading,poly,6.84,6.88,0.946,6.84,0.77,72.86,79.7,76.28,-6.840000000000003,0
j9h8,j9h8_Relax,j9h8|j9h8_Relax,poly,10.14,12.1,-0.323,10.14,6.66,66.84,76.98,71.91,-10.14,1
j9h8,j9h8_Speaking,j9h8|j9h8_Speaking,poly,2.19,2.82,0.937,1.92,2.14,76.01,77.94,76.975,-1.9299999999999926,0
j9h8,j9h8_Stroop,j9h8|j9h8_Stroop,poly,3.07,3.92,0.599,3.07,2.53,71.38,74.45,72.91499999999999,-3.0700000000000074,0
j9h8,j9h8_Video1,j9h8|j9h8_Video1,poly,5.77,7.51,0.095,5.66,4.99,74.97,80.63,77.8,-5.659999999999997,0
j9h8,j9h8_Video2,j9h8|j9h8_Video2,poly,9.38,9.68,-0.313,9.38,2.44,67.53,76.91,72.22,-9.379999999999995,0
k2v7,k2v7_Baseline,k2v7|k2v7_Baseline,poly,13.46,14.42,-0.945,13.46,5.37,68.31,81.78,75.045,-13.469999999999999,1
k2v7,k2v7_Breathing,k2v7|k2v7_Breathing,poly,16.82,18.56,-0.214,16.82,7.92,70.59,87.41,79.0,-16.819999999999993,1
k2v7,k2v7_Counting1,k2v7|k2v7_Counting1,poly,0.95,1.18,0.879,0.16,1.21,71.13,71.29,71.21000000000001,-0.1600000000000108,0
k2v7,k2v7_Counting2,k2v7|k2v7_Counting2,poly,7.44,9.28,0.726,7.43,5.79,72.44,79.87,76.155,-7.430000000000007,0
k2v7,k2v7_Counting3,k2v7|k2v7_Counting3,poly,8.32,8.85,0.859,8.32,3.14,73.01,81.33,77.17,-8.319999999999993,0
k2v7,k2v7_Math,k2v7|k2v7_Math,poly,2.02,2.73,-0.813,0.86,2.69,67.35,68.21,67.78,-0.8599999999999994,0
k2v7,k2v7_Reading,k2v7|k2v7_Reading,poly,3.1,3.23,0.883,1.21,3.11,70.98,72.2,71.59,-1.2199999999999989,0
k2v7,k2v7_Relax,k2v7|k2v7_Relax,poly,8.58,9.77,0.34,6.9,7.01,73.9,80.8,77.35,-6.8999999999999915,0
k2v7,k2v7_Speaking,k2v7|k2v7_Speaking,poly,4.17,5.82,0.063,3.78,4.59,78.7,82.48,80.59,-3.780000000000001,0
k2v7,k2v7_Stroop,k2v7|k2v7_Stroop,poly,7.85,8.15,0.426,7.85,2.27,70.95,78.8,74.875,-7.849999999999994,0
k2v7,k2v7_Video1,k2v7|k2v7_Video1,poly,13.07,15.36,0.273,12.98,8.28,70.78,83.76,77.27000000000001,-12.980000000000004,1
k2v7,k2v7_Video2,k2v7|k2v7_Video2,poly,5.52,6.41,0.167,5.28,3.7,72.14,77.42,74.78,-5.280000000000001,0
k67g,k67g_Counting1,k67g|k67g_Counting1,poly,12.54,12.99,-0.268,-12.54,3.51,93.67,81.13,87.4,12.540000000000006,1
k67g,k67g_Counting2,k67g|k67g_Counting2,poly,9.37,10.49,0.88,-9.37,4.9,90.33,80.96,85.645,9.370000000000005,0
k67g,k67g_Counting3,k67g|k67g_Counting3,poly,6.33,8.14,-0.166,5.9,5.82,95.1,101.0,98.05,-5.900000000000006,0
k67g,k67g_Math,k67g|k67g_Math,poly,3.85,5.12,0.148,-3.16,4.19,90.49,87.34,88.91499999999999,3.1499999999999915,0
k67g,k67g_Reading,k67g|k67g_Reading,poly,18.3,22.03,-0.587,-17.43,13.99,101.72,84.29,93.005,17.429999999999993,1
k67g,k67g_Relax,k67g|k67g_Relax,poly,5.88,6.87,-0.254,0.25,6.95,82.32,82.57,82.445,-0.25,0
k67g,k67g_Speaking,k67g|k67g_Speaking,poly,9.24,10.97,-0.563,-9.24,6.14,96.39,87.15,91.77000000000001,9.239999999999995,0
k67g,k67g_Stroop,k67g|k67g_Stroop,poly,12.02,12.35,0.987,-12.02,2.95,92.84,80.83,86.83500000000001,12.010000000000005,1
k67g,k67g_Video2,k67g|k67g_Video2,poly,3.79,4.52,0.327,-3.75,2.56,83.74,79.99,81.865,3.75,0
kkf5,kkf5_Baseline,kkf5|kkf5_Baseline,poly,11.13,11.98,-0.846,-11.13,4.62,84.33,73.2,78.765,11.129999999999995,1
kkf5,kkf5_Breathing,kkf5|kkf5_Breathing,poly,8.68,9.52,-0.051,8.68,3.93,77.45,86.13,81.78999999999999,-8.679999999999993,0
kkf5,kkf5_Counting1,kkf5|kkf5_Counting1,poly,6.79,7.46,0.882,-4.8,5.93,86.76,81.96,84.36,4.800000000000011,0
kkf5,kkf5_Counting2,kkf5|kkf5_Counting2,poly,9.9,10.31,-0.87,9.9,3.02,87.45,97.35,92.4,-9.899999999999991,0
kkf5,kkf5_Counting3,kkf5|kkf5_Counting3,poly,8.76,8.92,-0.843,-8.76,1.75,82.04,73.28,77.66,8.760000000000005,0
kkf5,kkf5_Math,kkf5|kkf5_Math,poly,4.92,7.05,-0.889,-3.85,6.13,84.03,80.19,82.11,3.8400000000000034,0
kkf5,kkf5_Reading,kkf5|kkf5_Reading,poly,5.17,5.59,-0.4,2.48,5.21,86.06,88.54,87.30000000000001,-2.480000000000004,0
kkf5,kkf5_Relax,kkf5|kkf5_Relax,poly,10.08,12.1,0.332,10.08,6.76,75.87,85.95,80.91,-10.079999999999998,1
kkf5,kkf5_Speaking,kkf5|kkf5_Speaking,poly,11.21,11.28,0.934,-11.21,1.32,86.87,75.65,81.26,11.219999999999999,1
kkf5,kkf5_Stroop,kkf5|kkf5_Stroop,poly,3.61,4.22,-0.848,2.45,3.57,80.57,83.02,81.79499999999999,-2.450000000000003,0
kkf5,kkf5_Video1,kkf5|kkf5_Video1,poly,6.61,7.23,0.847,6.61,2.96,78.83,85.44,82.13499999999999,-6.609999999999999,0
kkf5,kkf5_Video2,kkf5|kkf5_Video2,poly,3.46,3.85,0.712,1.11,3.75,80.17,81.27,80.72,-1.0999999999999943,0
kycf,kycf_Baseline,kycf|kycf_Baseline,poly,1.75,2.22,0.059,0.54,2.23,72.69,73.23,72.96000000000001,-0.5400000000000063,0
kycf,kycf_Breathing,kycf|kycf_Breathing,poly,5.47,6.39,0.534,5.41,3.44,66.35,71.75,69.05,-5.400000000000006,0
kycf,kycf_Counting1,kycf|kycf_Counting1,poly,7.96,11.66,-0.243,7.4,9.35,79.33,86.73,83.03,-7.400000000000006,0
kycf,kycf_Counting2,kycf|kycf_Counting2,poly,5.44,5.5,0.967,-5.44,0.8,73.01,67.57,70.28999999999999,5.440000000000012,0
kycf,kycf_Counting3,kycf|kycf_Counting3,poly,5.32,6.01,-0.548,1.7,5.99,71.32,73.02,72.16999999999999,-1.7000000000000028,0
kycf,kycf_Math,kycf|kycf_Math,poly,2.38,2.6,0.244,-0.28,2.69,79.41,79.14,79.275,0.269999999999996,0
kycf,kycf_Reading,kycf|kycf_Reading,poly,4.75,5.56,-0.227,-4.7,3.09,73.01,68.31,70.66,4.700000000000003,0
kycf,kycf_Relax,kycf|kycf_Relax,poly,7.64,8.49,-0.026,7.31,4.36,64.72,72.03,68.375,-7.310000000000002,0
kycf,kycf_Speaking,kycf|kycf_Speaking,poly,6.62,8.09,-0.322,5.46,6.21,74.38,79.84,77.11,-5.460000000000008,0
kycf,kycf_Stroop,kycf|kycf_Stroop,poly,5.31,5.6,0.757,-5.31,1.86,76.2,70.89,73.545,5.310000000000002,0
kycf,kycf_Video1,kycf|kycf_Video1,poly,3.93,4.13,0.55,3.44,2.3,64.51,67.95,66.23,-3.4399999999999977,0
kycf,kycf_Video2,kycf|kycf_Video2,poly,5.52,8.67,-0.287,3.3,8.15,65.7,69.0,67.35,-3.299999999999997,0
m8g5,m8g5_Baseline,m8g5|m8g5_Baseline,poly,1.43,1.56,0.185,-0.09,1.61,87.24,87.15,87.195,0.0899999999999892,0
m8g5,m8g5_Breathing,m8g5|m8g5_Breathing,poly,8.92,9.19,0.779,8.92,2.25,81.55,90.47,86.00999999999999,-8.920000000000002,0
m8g5,m8g5_Counting1,m8g5|m8g5_Counting1,poly,14.49,14.65,0.393,-14.49,2.22,96.58,82.09,89.33500000000001,14.489999999999995,1
m8g5,m8g5_Counting2,m8g5|m8g5_Counting2,poly,4.12,4.71,-0.296,1.88,4.5,87.85,89.73,88.78999999999999,-1.8800000000000097,0
m8g5,m8g5_Counting3,m8g5|m8g5_Counting3,poly,3.11,3.7,0.128,-2.98,2.29,88.8,85.82,87.31,2.980000000000004,0
m8g5,m8g5_Math,m8g5|m8g5_Math,poly,4.85,5.7,0.458,-2.36,5.39,93.62,91.25,92.435,2.3700000000000045,0
m8g5,m8g5_Reading,m8g5|m8g5_Reading,poly,7.4,8.75,0.706,-7.31,4.99,87.66,80.35,84.005,7.310000000000002,0
m8g5,m8g5_Relax,m8g5|m8g5_Relax,poly,4.5,5.56,-0.367,0.1,5.63,79.21,79.31,79.25999999999999,-0.10000000000000853,0
m8g5,m8g5_Speaking,m8g5|m8g5_Speaking,poly,3.77,4.05,0.671,-1.11,4.04,92.59,91.47,92.03,1.1200000000000045,0
m8g5,m8g5_Stroop,m8g5|m8g5_Stroop,poly,8.12,9.75,-0.961,-7.82,6.05,88.76,80.94,84.85,7.820000000000007,0
m8g5,m8g5_Video1,m8g5|m8g5_Video1,poly,2.56,3.26,0.239,1.41,2.97,79.0,80.41,79.705,-1.4099999999999966,0
m8g5,m8g5_Video2,m8g5|m8g5_Video2,poly,5.97,6.63,0.525,5.93,3.02,78.92,84.85,81.88499999999999,-5.929999999999993,0
p9i3,p9i3_Baseline,p9i3|p9i3_Baseline,poly,3.05,4.0,-0.223,-2.92,2.83,81.33,78.4,79.86500000000001,2.9299999999999926,0
p9i3,p9i3_Breathing,p9i3|p9i3_Breathing,poly,8.13,8.95,-0.162,8.13,3.78,69.26,77.39,73.325,-8.129999999999995,0
p9i3,p9i3_Counting1,p9i3|p9i3_Counting1,poly,9.73,9.94,0.3,9.73,2.09,70.39,80.12,75.255,-9.730000000000004,0
p9i3,p9i3_Counting2,p9i3|p9i3_Counting2,poly,5.19,5.38,0.881,5.19,1.49,73.86,79.05,76.455,-5.189999999999998,0
p9i3,p9i3_Counting3,p9i3|p9i3_Counting3,poly,1.87,2.31,0.561,0.98,2.18,77.63,78.6,78.115,-0.9699999999999989,0
p9i3,p9i3_Math,p9i3|p9i3_Math,poly,11.04,14.14,-0.847,11.04,9.17,71.78,82.81,77.295,-11.030000000000001,1
p9i3,p9i3_Reading,p9i3|p9i3_Reading,poly,4.17,6.16,-0.801,3.69,5.11,76.04,79.74,77.89,-3.6999999999999886,0
p9i3,p9i3_Relax,p9i3|p9i3_Relax,poly,5.41,6.47,0.191,5.12,4.0,71.86,76.98,74.42,-5.1200000000000045,0
p9i3,p9i3_Speaking,p9i3|p9i3_Speaking,poly,4.91,5.59,0.614,-4.91,2.76,74.69,69.78,72.235,4.909999999999997,0
p9i3,p9i3_Stroop,p9i3|p9i3_Stroop,poly,6.19,6.25,0.629,6.19,0.87,71.36,77.55,74.455,-6.189999999999998,0
p9i3,p9i3_Video1,p9i3|p9i3_Video1,poly,9.53,11.26,-0.218,9.52,6.08,67.37,76.89,72.13,-9.519999999999996,0
p9i3,p9i3_Video2,p9i3|p9i3_Video2,poly,5.3,5.59,0.406,5.28,1.86,67.5,72.78,70.14,-5.280000000000001,0
qw5t,qw5t_Baseline,qw5t|qw5t_Baseline,poly,4.99,5.59,0.63,-0.53,5.78,76.51,75.98,76.245,0.5300000000000011,0
qw5t,qw5t_Breathing,qw5t|qw5t_Breathing,poly,8.75,10.5,-0.352,7.63,7.28,72.5,80.13,76.315,-7.6299999999999955,0
qw5t,qw5t_Counting1,qw5t|qw5t_Counting1,poly,5.59,6.57,-0.421,-5.07,4.35,88.27,83.2,85.735,5.069999999999993,0
qw5t,qw5t_Counting2,qw5t|qw5t_Counting2,poly,4.32,5.23,-0.351,0.32,5.44,85.8,86.11,85.955,-0.3100000000000023,0
qw5t,qw5t_Counting3,qw5t|qw5t_Counting3,poly,1.57,1.92,0.262,-1.15,1.59,79.31,78.15,78.73,1.1599999999999966,0
qw5t,qw5t_Math,qw5t|qw5t_Math,poly,7.02,7.31,0.384,7.02,2.13,79.87,86.89,83.38,-7.019999999999996,0
qw5t,qw5t_Reading,qw5t|qw5t_Reading,poly,3.5,4.39,-0.589,-0.18,4.55,78.73,78.55,78.64,0.18000000000000682,0
qw5t,qw5t_Relax,qw5t|qw5t_Relax,poly,7.56,8.31,-0.117,7.3,4.0,73.75,81.06,77.405,-7.310000000000002,0
qw5t,qw5t_Speaking,qw5t|qw5t_Speaking,poly,1.39,1.98,0.376,0.67,1.93,79.82,80.49,80.155,-0.6700000000000017,0
qw5t,qw5t_Stroop,qw5t|qw5t_Stroop,poly,6.32,7.42,-0.767,3.6,6.75,83.58,87.18,85.38,-3.6000000000000085,0
qw5t,qw5t_Video1,qw5t|qw5t_Video1,poly,4.47,5.54,0.115,0.41,5.58,69.47,69.87,69.67,-0.4000000000000057,0
qw5t,qw5t_Video2,qw5t|qw5t_Video2,poly,4.76,5.63,-0.048,0.55,5.69,74.5,75.05,74.775,-0.5499999999999972,0
r3zm,r3zm_Baseline,r3zm|r3zm_Baseline,poly,2.0,2.18,0.926,-0.66,2.16,83.69,83.03,83.36,0.6599999999999966,0
r3zm,r3zm_Breathing,r3zm|r3zm_Breathing,poly,7.65,8.75,0.57,-0.32,8.83,90.93,90.61,90.77000000000001,0.3200000000000074,0
r3zm,r3zm_Counting1,r3zm|r3zm_Counting1,poly,16.03,18.12,0.899,-16.03,8.79,91.28,75.25,83.265,16.03,1
r3zm,r3zm_Counting2,r3zm|r3zm_Counting2,poly,7.53,9.51,-0.749,-6.22,7.49,95.44,89.22,92.33,6.219999999999999,0
r3zm,r3zm_Counting3,r3zm|r3zm_Counting3,poly,17.16,18.49,-0.668,-17.16,7.17,108.1,90.95,99.525,17.14999999999999,1
r3zm,r3zm_Math,r3zm|r3zm_Math,poly,10.64,11.96,-0.929,2.68,12.13,94.7,97.38,96.03999999999999,-2.6799999999999926,1
